STATION,NAME,DATE,PRCP,SNOW,SNWD,TAVG,TMAX,TMIN
USW00014777,"WILKES BARRE SCRANTON INTERNATIONAL AIRPORT, PA US",1/20/1979,0.39,1.3,2,,28,12
USW00014777,"WILKES BARRE SCRANTON INTERNATIONAL AIRPORT, PA US",1/21/1979,1.37,0,2,,40,28
USW00014777,"WILKES BARRE SCRANTON INTERNATIONAL AIRPORT, PA US",1/22/1979,0,0,1,,32,27
USW00014777,"WILKES BARRE SCRANTON INTERNATIONAL AIRPORT, PA US",1/23/1979,0,0,1,,34,26
USW00014777,"WILKES BARRE SCRANTON INTERNATIONAL AIRPORT, PA US",1/24/1979,1.11,0,1,,42,27
USW00014777,"WILKES BARRE SCRANTON INTERNATIONAL AIRPORT, PA US",1/25/1979,0.42,3.6,1,,40,26
USW00014777,"WILKES BARRE SCRANTON INTERNATIONAL AIRPORT, PA US",1/26/1979,0.04,0.6,4,,35,30
USW00014777,"WILKES BARRE SCRANTON INTERNATIONAL AIRPORT, PA US",1/27/1979,0,0,2,,35,32
USW00014777,"WILKES BARRE SCRANTON INTERNATIONAL AIRPORT, PA US",1/28/1979,0.02,0.5,1,,34,31
USW00014777,"WILKES BARRE SCRANTON INTERNATIONAL AIRPORT, PA US",1/29/1979,0,0,1,,33,29
USW00014777,"WILKES BARRE SCRANTON INTERNATIONAL AIRPORT, PA US",1/30/1979,0,0,1,,31,27
USW00014777,"WILKES BARRE SCRANTON INTERNATIONAL AIRPORT, PA US",1/31/1979,0,0.1,1,,27,19
USW00014777,"WILKES BARRE SCRANTON INTERNATIONAL AIRPORT, PA US",2/1/1979,0,0.3,1,,19,13
USW00014777,"WILKES BARRE SCRANTON INTERNATIONAL AIRPORT, PA US",2/2/1979,0,0.2,1,,23,14
USW00014777,"WILKES BARRE SCRANTON INTERNATIONAL AIRPORT, PA US",2/3/1979,0,0,1,,25,12
USW00014777,"WILKES BARRE SCRANTON INTERNATIONAL AIRPORT, PA US",2/4/1979,0,0.1,1,,31,10
USW00014777,"WILKES BARRE SCRANTON INTERNATIONAL AIRPORT, PA US",2/5/1979,0,0,1,,17,7
USW00014777,"WILKES BARRE SCRANTON INTERNATIONAL AIRPORT, PA US",2/6/1979,0,0,1,,20,5
USW00014777,"WILKES BARRE SCRANTON INTERNATIONAL AIRPORT, PA US",2/7/1979,0.24,5.6,1,,18,8
USW00014777,"WILKES BARRE SCRANTON INTERNATIONAL AIRPORT, PA US",2/8/1979,0.03,0.5,6,,21,9
USW00014777,"WILKES BARRE SCRANTON INTERNATIONAL AIRPORT, PA US",2/9/1979,0,0,5,,9,-2
USW00014777,"WILKES BARRE SCRANTON INTERNATIONAL AIRPORT, PA US",2/10/1979,0,0.2,4,,12,-6
USW00014777,"WILKES BARRE SCRANTON INTERNATIONAL AIRPORT, PA US",2/11/1979,0,0,3,,5,-10
USW00014777,"WILKES BARRE SCRANTON INTERNATIONAL AIRPORT, PA US",2/12/1979,0.1,1.5,3,,11,-12
USW00014777,"WILKES BARRE SCRANTON INTERNATIONAL AIRPORT, PA US",2/13/1979,0,0,4,,7,-5
USW00014777,"WILKES BARRE SCRANTON INTERNATIONAL AIRPORT, PA US",2/14/1979,0,0,4,,6,-6
USW00014777,"WILKES BARRE SCRANTON INTERNATIONAL AIRPORT, PA US",2/15/1979,0,0,4,,16,4
USW00014777,"WILKES BARRE SCRANTON INTERNATIONAL AIRPORT, PA US",2/16/1979,0.08,1,5,,15,0
USW00014777,"WILKES BARRE SCRANTON INTERNATIONAL AIRPORT, PA US",2/17/1979,0,0.1,4,,2,-9
USW00014777,"WILKES BARRE SCRANTON INTERNATIONAL AIRPORT, PA US",2/18/1979,0,0,4,,10,-16
USW00014777,"WILKES BARRE SCRANTON INTERNATIONAL AIRPORT, PA US",2/19/1979,0.2,4.5,7,,27,7
USW00014777,"WILKES BARRE SCRANTON INTERNATIONAL AIRPORT, PA US",2/20/1979,0,0,6,,34,1
USW00014777,"WILKES BARRE SCRANTON INTERNATIONAL AIRPORT, PA US",2/21/1979,0.01,0,5,,39,18
USW00014777,"WILKES BARRE SCRANTON INTERNATIONAL AIRPORT, PA US",2/22/1979,0,0,4,,40,29
USW00014777,"WILKES BARRE SCRANTON INTERNATIONAL AIRPORT, PA US",2/23/1979,0.29,0,2,,37,29
USW00014777,"WILKES BARRE SCRANTON INTERNATIONAL AIRPORT, PA US",2/24/1979,0.82,0,0,,40,34
USW00014777,"WILKES BARRE SCRANTON INTERNATIONAL AIRPORT, PA US",2/25/1979,0.22,0,0,,40,35
USW00014777,"WILKES BARRE SCRANTON INTERNATIONAL AIRPORT, PA US",2/26/1979,0.43,0.1,0,,35,33
USW00014777,"WILKES BARRE SCRANTON INTERNATIONAL AIRPORT, PA US",2/27/1979,0.02,0.2,0,,33,26
USW00014777,"WILKES BARRE SCRANTON INTERNATIONAL AIRPORT, PA US",2/28/1979,0,0,0,,46,26
USW00014777,"WILKES BARRE SCRANTON INTERNATIONAL AIRPORT, PA US",3/1/1979,0.01,0,0,,49,29
USW00014777,"WILKES BARRE SCRANTON INTERNATIONAL AIRPORT, PA US",3/2/1979,0,0,0,,41,35
USW00014777,"WILKES BARRE SCRANTON INTERNATIONAL AIRPORT, PA US",3/3/1979,0,0,0,,41,35
USW00014777,"WILKES BARRE SCRANTON INTERNATIONAL AIRPORT, PA US",3/4/1979,0.07,0,0,,52,35
USW00014777,"WILKES BARRE SCRANTON INTERNATIONAL AIRPORT, PA US",3/5/1979,0.26,0,0,,57,52
USW00014777,"WILKES BARRE SCRANTON INTERNATIONAL AIRPORT, PA US",3/6/1979,0.13,0,0,,54,36
USW00014777,"WILKES BARRE SCRANTON INTERNATIONAL AIRPORT, PA US",3/7/1979,0,0,0,,44,28
USW00014777,"WILKES BARRE SCRANTON INTERNATIONAL AIRPORT, PA US",3/8/1979,0,0,0,,40,27
USW00014777,"WILKES BARRE SCRANTON INTERNATIONAL AIRPORT, PA US",3/9/1979,0,0,0,,45,26
USW00014777,"WILKES BARRE SCRANTON INTERNATIONAL AIRPORT, PA US",3/10/1979,0.28,0,0,,47,40
USW00014777,"WILKES BARRE SCRANTON INTERNATIONAL AIRPORT, PA US",3/11/1979,0.11,0.4,0,,40,18
USW00014777,"WILKES BARRE SCRANTON INTERNATIONAL AIRPORT, PA US",3/12/1979,0,0,0,,35,17
USW00014777,"WILKES BARRE SCRANTON INTERNATIONAL AIRPORT, PA US",3/13/1979,0,0,0,,51,19
USW00014777,"WILKES BARRE SCRANTON INTERNATIONAL AIRPORT, PA US",3/14/1979,0.07,0.3,0,,52,29
USW00014777,"WILKES BARRE SCRANTON INTERNATIONAL AIRPORT, PA US",3/15/1979,0.01,0.4,1,,30,13
USW00014777,"WILKES BARRE SCRANTON INTERNATIONAL AIRPORT, PA US",3/16/1979,0,0,0,,38,14
USW00014777,"WILKES BARRE SCRANTON INTERNATIONAL AIRPORT, PA US",3/17/1979,0,0,0,,47,30
USW00014777,"WILKES BARRE SCRANTON INTERNATIONAL AIRPORT, PA US",3/18/1979,0,0,0,,50,30
USW00014777,"WILKES BARRE SCRANTON INTERNATIONAL AIRPORT, PA US",3/19/1979,0,0,0,,50,23
USW00014777,"WILKES BARRE SCRANTON INTERNATIONAL AIRPORT, PA US",3/20/1979,0,0,0,,55,28
USW00014777,"WILKES BARRE SCRANTON INTERNATIONAL AIRPORT, PA US",3/21/1979,0,0,0,,62,31
USW00014777,"WILKES BARRE SCRANTON INTERNATIONAL AIRPORT, PA US",3/22/1979,0,0,0,,67,33
USW00014777,"WILKES BARRE SCRANTON INTERNATIONAL AIRPORT, PA US",3/23/1979,0,0,0,,70,38
USW00014777,"WILKES BARRE SCRANTON INTERNATIONAL AIRPORT, PA US",3/24/1979,0.43,0,0,,57,52
USW00014777,"WILKES BARRE SCRANTON INTERNATIONAL AIRPORT, PA US",3/25/1979,0.01,0,0,,54,36
USW00014777,"WILKES BARRE SCRANTON INTERNATIONAL AIRPORT, PA US",3/26/1979,0,0,0,,36,28
USW00014777,"WILKES BARRE SCRANTON INTERNATIONAL AIRPORT, PA US",3/27/1979,0,0,0,,40,25
USW00014777,"WILKES BARRE SCRANTON INTERNATIONAL AIRPORT, PA US",3/28/1979,0,0,0,,51,21
USW00014777,"WILKES BARRE SCRANTON INTERNATIONAL AIRPORT, PA US",3/29/1979,0.12,0,0,,61,36
USW00014777,"WILKES BARRE SCRANTON INTERNATIONAL AIRPORT, PA US",3/30/1979,0.01,0,0,,68,48
USW00014777,"WILKES BARRE SCRANTON INTERNATIONAL AIRPORT, PA US",3/31/1979,0.01,0,0,,70,55
USW00014777,"WILKES BARRE SCRANTON INTERNATIONAL AIRPORT, PA US",4/1/1979,0.01,0,0,,55,44
USW00014777,"WILKES BARRE SCRANTON INTERNATIONAL AIRPORT, PA US",4/2/1979,0.12,0,0,,46,40
USW00014777,"WILKES BARRE SCRANTON INTERNATIONAL AIRPORT, PA US",4/3/1979,0,0,0,,47,32
USW00014777,"WILKES BARRE SCRANTON INTERNATIONAL AIRPORT, PA US",4/4/1979,0.26,0,0,,41,28
USW00014777,"WILKES BARRE SCRANTON INTERNATIONAL AIRPORT, PA US",4/5/1979,0,0,0,,46,37
USW00014777,"WILKES BARRE SCRANTON INTERNATIONAL AIRPORT, PA US",4/6/1979,0.01,0,0,,46,29
USW00014777,"WILKES BARRE SCRANTON INTERNATIONAL AIRPORT, PA US",4/7/1979,0,0,0,,41,26
USW00014777,"WILKES BARRE SCRANTON INTERNATIONAL AIRPORT, PA US",4/8/1979,0.32,3,0,,40,24
USW00014777,"WILKES BARRE SCRANTON INTERNATIONAL AIRPORT, PA US",4/9/1979,0.58,0.8,1,,36,32
USW00014777,"WILKES BARRE SCRANTON INTERNATIONAL AIRPORT, PA US",4/10/1979,0.02,0.6,0,,46,31
USW00014777,"WILKES BARRE SCRANTON INTERNATIONAL AIRPORT, PA US",4/11/1979,0,0,0,,58,27
USW00014777,"WILKES BARRE SCRANTON INTERNATIONAL AIRPORT, PA US",4/12/1979,0,0,0,,55,34
USW00014777,"WILKES BARRE SCRANTON INTERNATIONAL AIRPORT, PA US",4/13/1979,0.01,0,0,,52,38
USW00014777,"WILKES BARRE SCRANTON INTERNATIONAL AIRPORT, PA US",4/14/1979,0.36,0,0,,51,36
USW00014777,"WILKES BARRE SCRANTON INTERNATIONAL AIRPORT, PA US",4/15/1979,0.08,0,0,,47,39
USW00014777,"WILKES BARRE SCRANTON INTERNATIONAL AIRPORT, PA US",4/16/1979,0.08,0,0,,43,39
USW00014777,"WILKES BARRE SCRANTON INTERNATIONAL AIRPORT, PA US",4/17/1979,0,0,0,,51,38
USW00014777,"WILKES BARRE SCRANTON INTERNATIONAL AIRPORT, PA US",4/18/1979,0,0,0,,54,36
USW00014777,"WILKES BARRE SCRANTON INTERNATIONAL AIRPORT, PA US",4/19/1979,0,0,0,,55,31
USW00014777,"WILKES BARRE SCRANTON INTERNATIONAL AIRPORT, PA US",4/20/1979,0,0,0,,61,29
USW00014777,"WILKES BARRE SCRANTON INTERNATIONAL AIRPORT, PA US",4/21/1979,0,0,0,,71,32
USW00014777,"WILKES BARRE SCRANTON INTERNATIONAL AIRPORT, PA US",4/22/1979,0,0,0,,75,49
USW00014777,"WILKES BARRE SCRANTON INTERNATIONAL AIRPORT, PA US",4/23/1979,0,0,0,,73,48
USW00014777,"WILKES BARRE SCRANTON INTERNATIONAL AIRPORT, PA US",4/24/1979,0,0,0,,77,45
USW00014777,"WILKES BARRE SCRANTON INTERNATIONAL AIRPORT, PA US",4/25/1979,0,0,0,,76,57
USW00014777,"WILKES BARRE SCRANTON INTERNATIONAL AIRPORT, PA US",4/26/1979,0.26,0,0,,66,56
USW00014777,"WILKES BARRE SCRANTON INTERNATIONAL AIRPORT, PA US",4/27/1979,1.57,0,0,,64,46
USW00014777,"WILKES BARRE SCRANTON INTERNATIONAL AIRPORT, PA US",4/28/1979,0,0,0,,66,42
USW00014777,"WILKES BARRE SCRANTON INTERNATIONAL AIRPORT, PA US",4/29/1979,0,0,0,,58,41
USW00014777,"WILKES BARRE SCRANTON INTERNATIONAL AIRPORT, PA US",4/30/1979,0.01,0,0,,66,35
USW00014777,"WILKES BARRE SCRANTON INTERNATIONAL AIRPORT, PA US",5/1/1979,0.02,0,0,,56,39
USW00014777,"WILKES BARRE SCRANTON INTERNATIONAL AIRPORT, PA US",5/2/1979,0,0,0,,61,32
USW00014777,"WILKES BARRE SCRANTON INTERNATIONAL AIRPORT, PA US",5/3/1979,0.32,0,0,,67,40
USW00014777,"WILKES BARRE SCRANTON INTERNATIONAL AIRPORT, PA US",5/4/1979,0,0,0,,58,45
USW00014777,"WILKES BARRE SCRANTON INTERNATIONAL AIRPORT, PA US",5/5/1979,0,0,0,,57,39
USW00014777,"WILKES BARRE SCRANTON INTERNATIONAL AIRPORT, PA US",5/6/1979,0,0,0,,67,41
USW00014777,"WILKES BARRE SCRANTON INTERNATIONAL AIRPORT, PA US",5/7/1979,0,0,0,,79,46
USW00014777,"WILKES BARRE SCRANTON INTERNATIONAL AIRPORT, PA US",5/8/1979,0,0,0,,86,55
USW00014777,"WILKES BARRE SCRANTON INTERNATIONAL AIRPORT, PA US",5/9/1979,0,0,0,,90,58
USW00014777,"WILKES BARRE SCRANTON INTERNATIONAL AIRPORT, PA US",5/10/1979,0,0,0,,84,61
USW00014777,"WILKES BARRE SCRANTON INTERNATIONAL AIRPORT, PA US",5/11/1979,0,0,0,,83,61
USW00014777,"WILKES BARRE SCRANTON INTERNATIONAL AIRPORT, PA US",5/12/1979,0,0,0,,74,59
USW00014777,"WILKES BARRE SCRANTON INTERNATIONAL AIRPORT, PA US",5/13/1979,0.13,0,0,,67,58
USW00014777,"WILKES BARRE SCRANTON INTERNATIONAL AIRPORT, PA US",5/14/1979,0.01,0,0,,68,53
USW00014777,"WILKES BARRE SCRANTON INTERNATIONAL AIRPORT, PA US",5/15/1979,0.2,0,0,,76,47
USW00014777,"WILKES BARRE SCRANTON INTERNATIONAL AIRPORT, PA US",5/16/1979,0,0,0,,63,44
USW00014777,"WILKES BARRE SCRANTON INTERNATIONAL AIRPORT, PA US",5/17/1979,0,0,0,,68,40
USW00014777,"WILKES BARRE SCRANTON INTERNATIONAL AIRPORT, PA US",5/18/1979,0.08,0,0,,69,43
USW00014777,"WILKES BARRE SCRANTON INTERNATIONAL AIRPORT, PA US",5/19/1979,0.18,0,0,,66,56
USW00014777,"WILKES BARRE SCRANTON INTERNATIONAL AIRPORT, PA US",5/20/1979,0.02,0,0,,74,56
USW00014777,"WILKES BARRE SCRANTON INTERNATIONAL AIRPORT, PA US",5/21/1979,0.01,0,0,,63,52
USW00014777,"WILKES BARRE SCRANTON INTERNATIONAL AIRPORT, PA US",5/22/1979,0,0,0,,64,48
USW00014777,"WILKES BARRE SCRANTON INTERNATIONAL AIRPORT, PA US",5/23/1979,0.88,0,0,,57,48
USW00014777,"WILKES BARRE SCRANTON INTERNATIONAL AIRPORT, PA US",5/24/1979,2,0,0,,60,54
USW00014777,"WILKES BARRE SCRANTON INTERNATIONAL AIRPORT, PA US",5/25/1979,0.45,0,0,,70,53
USW00014777,"WILKES BARRE SCRANTON INTERNATIONAL AIRPORT, PA US",5/26/1979,0.07,0,0,,63,46
USW00014777,"WILKES BARRE SCRANTON INTERNATIONAL AIRPORT, PA US",5/27/1979,0.32,0,0,,59,45
USW00014777,"WILKES BARRE SCRANTON INTERNATIONAL AIRPORT, PA US",5/28/1979,0.2,0,0,,66,49
USW00014777,"WILKES BARRE SCRANTON INTERNATIONAL AIRPORT, PA US",5/29/1979,0.2,0,0,,65,47
USW00014777,"WILKES BARRE SCRANTON INTERNATIONAL AIRPORT, PA US",5/30/1979,0.07,0,0,,66,50
USW00014777,"WILKES BARRE SCRANTON INTERNATIONAL AIRPORT, PA US",5/31/1979,0,0,0,,74,49
USW00014777,"WILKES BARRE SCRANTON INTERNATIONAL AIRPORT, PA US",6/1/1979,0,0,0,,80,55
USW00014777,"WILKES BARRE SCRANTON INTERNATIONAL AIRPORT, PA US",6/2/1979,0.05,0,0,,75,60
USW00014777,"WILKES BARRE SCRANTON INTERNATIONAL AIRPORT, PA US",6/3/1979,1.21,0,0,,71,59
USW00014777,"WILKES BARRE SCRANTON INTERNATIONAL AIRPORT, PA US",6/4/1979,0,0,0,,81,57
USW00014777,"WILKES BARRE SCRANTON INTERNATIONAL AIRPORT, PA US",6/5/1979,0.12,0,0,,81,55
USW00014777,"WILKES BARRE SCRANTON INTERNATIONAL AIRPORT, PA US",6/6/1979,0.02,0,0,,71,58
USW00014777,"WILKES BARRE SCRANTON INTERNATIONAL AIRPORT, PA US",6/7/1979,0,0,0,,84,60
USW00014777,"WILKES BARRE SCRANTON INTERNATIONAL AIRPORT, PA US",6/8/1979,0,0,0,,83,68
USW00014777,"WILKES BARRE SCRANTON INTERNATIONAL AIRPORT, PA US",6/9/1979,0,0,0,,83,68
USW00014777,"WILKES BARRE SCRANTON INTERNATIONAL AIRPORT, PA US",6/10/1979,0,0,0,,75,68
USW00014777,"WILKES BARRE SCRANTON INTERNATIONAL AIRPORT, PA US",6/11/1979,0.1,0,0,,68,45
USW00014777,"WILKES BARRE SCRANTON INTERNATIONAL AIRPORT, PA US",6/12/1979,0,0,0,,64,41
USW00014777,"WILKES BARRE SCRANTON INTERNATIONAL AIRPORT, PA US",6/13/1979,0,0,0,,68,40
USW00014777,"WILKES BARRE SCRANTON INTERNATIONAL AIRPORT, PA US",6/14/1979,0,0,0,,75,43
USW00014777,"WILKES BARRE SCRANTON INTERNATIONAL AIRPORT, PA US",6/15/1979,0,0,0,,84,51
USW00014777,"WILKES BARRE SCRANTON INTERNATIONAL AIRPORT, PA US",6/16/1979,0,0,0,,87,63
USW00014777,"WILKES BARRE SCRANTON INTERNATIONAL AIRPORT, PA US",6/17/1979,0,0,0,,84,62
USW00014777,"WILKES BARRE SCRANTON INTERNATIONAL AIRPORT, PA US",6/18/1979,0,0,0,,75,56
USW00014777,"WILKES BARRE SCRANTON INTERNATIONAL AIRPORT, PA US",6/19/1979,0,0,0,,77,52
USW00014777,"WILKES BARRE SCRANTON INTERNATIONAL AIRPORT, PA US",6/20/1979,0,0,0,,81,50
USW00014777,"WILKES BARRE SCRANTON INTERNATIONAL AIRPORT, PA US",6/21/1979,0,0,0,,77,54
USW00014777,"WILKES BARRE SCRANTON INTERNATIONAL AIRPORT, PA US",6/22/1979,0.81,0,0,,75,56
USW00014777,"WILKES BARRE SCRANTON INTERNATIONAL AIRPORT, PA US",6/23/1979,0,0,0,,74,52
USW00014777,"WILKES BARRE SCRANTON INTERNATIONAL AIRPORT, PA US",6/24/1979,0,0,0,,61,48
USW00014777,"WILKES BARRE SCRANTON INTERNATIONAL AIRPORT, PA US",6/25/1979,0,0,0,,69,41
USW00014777,"WILKES BARRE SCRANTON INTERNATIONAL AIRPORT, PA US",6/26/1979,0,0,0,,75,43
USW00014777,"WILKES BARRE SCRANTON INTERNATIONAL AIRPORT, PA US",6/27/1979,0,0,0,,77,53
USW00014777,"WILKES BARRE SCRANTON INTERNATIONAL AIRPORT, PA US",6/28/1979,0,0,0,,73,54
USW00014777,"WILKES BARRE SCRANTON INTERNATIONAL AIRPORT, PA US",6/29/1979,0.21,0,0,,79,50
USW00014777,"WILKES BARRE SCRANTON INTERNATIONAL AIRPORT, PA US",6/30/1979,0.02,0,0,,76,62
USW00014777,"WILKES BARRE SCRANTON INTERNATIONAL AIRPORT, PA US",7/1/1979,0,0,0,,75,57
USW00014777,"WILKES BARRE SCRANTON INTERNATIONAL AIRPORT, PA US",7/2/1979,0.16,0,0,,70,57
USW00014777,"WILKES BARRE SCRANTON INTERNATIONAL AIRPORT, PA US",7/3/1979,0,0,0,,78,56
USW00014777,"WILKES BARRE SCRANTON INTERNATIONAL AIRPORT, PA US",7/4/1979,0.26,0,0,,62,50
USW00014777,"WILKES BARRE SCRANTON INTERNATIONAL AIRPORT, PA US",7/5/1979,0,0,0,,61,45
USW00014777,"WILKES BARRE SCRANTON INTERNATIONAL AIRPORT, PA US",7/6/1979,0,0,0,,72,43
USW00014777,"WILKES BARRE SCRANTON INTERNATIONAL AIRPORT, PA US",7/7/1979,0,0,0,,75,44
USW00014777,"WILKES BARRE SCRANTON INTERNATIONAL AIRPORT, PA US",7/8/1979,0,0,0,,80,50
USW00014777,"WILKES BARRE SCRANTON INTERNATIONAL AIRPORT, PA US",7/9/1979,0,0,0,,82,55
USW00014777,"WILKES BARRE SCRANTON INTERNATIONAL AIRPORT, PA US",7/10/1979,0,0,0,,76,62
USW00014777,"WILKES BARRE SCRANTON INTERNATIONAL AIRPORT, PA US",7/11/1979,0,0,0,,84,61
USW00014777,"WILKES BARRE SCRANTON INTERNATIONAL AIRPORT, PA US",7/12/1979,0,0,0,,86,66
USW00014777,"WILKES BARRE SCRANTON INTERNATIONAL AIRPORT, PA US",7/13/1979,0,0,0,,90,62
USW00014777,"WILKES BARRE SCRANTON INTERNATIONAL AIRPORT, PA US",7/14/1979,0,0,0,,90,67
USW00014777,"WILKES BARRE SCRANTON INTERNATIONAL AIRPORT, PA US",7/15/1979,0,0,0,,90,67
USW00014777,"WILKES BARRE SCRANTON INTERNATIONAL AIRPORT, PA US",7/16/1979,1.45,0,0,,86,65
USW00014777,"WILKES BARRE SCRANTON INTERNATIONAL AIRPORT, PA US",7/17/1979,0,0,0,,85,65
USW00014777,"WILKES BARRE SCRANTON INTERNATIONAL AIRPORT, PA US",7/18/1979,0.01,0,0,,79,62
USW00014777,"WILKES BARRE SCRANTON INTERNATIONAL AIRPORT, PA US",7/19/1979,0,0,0,,82,57
USW00014777,"WILKES BARRE SCRANTON INTERNATIONAL AIRPORT, PA US",7/20/1979,0,0,0,,81,61
USW00014777,"WILKES BARRE SCRANTON INTERNATIONAL AIRPORT, PA US",7/21/1979,0,0,0,,81,65
USW00014777,"WILKES BARRE SCRANTON INTERNATIONAL AIRPORT, PA US",7/22/1979,0,0,0,,83,65
USW00014777,"WILKES BARRE SCRANTON INTERNATIONAL AIRPORT, PA US",7/23/1979,0.5,0,0,,83,67
USW00014777,"WILKES BARRE SCRANTON INTERNATIONAL AIRPORT, PA US",7/24/1979,0,0,0,,85,67
USW00014777,"WILKES BARRE SCRANTON INTERNATIONAL AIRPORT, PA US",7/25/1979,0,0,0,,92,71
USW00014777,"WILKES BARRE SCRANTON INTERNATIONAL AIRPORT, PA US",7/26/1979,0.21,0,0,,86,71
USW00014777,"WILKES BARRE SCRANTON INTERNATIONAL AIRPORT, PA US",7/27/1979,0,0,0,,79,64
USW00014777,"WILKES BARRE SCRANTON INTERNATIONAL AIRPORT, PA US",7/28/1979,0,0,0,,82,60
USW00014777,"WILKES BARRE SCRANTON INTERNATIONAL AIRPORT, PA US",7/29/1979,0.38,0,0,,75,65
USW00014777,"WILKES BARRE SCRANTON INTERNATIONAL AIRPORT, PA US",7/30/1979,0,0,0,,84,66
USW00014777,"WILKES BARRE SCRANTON INTERNATIONAL AIRPORT, PA US",7/31/1979,0,0,0,,87,70
USW00014777,"WILKES BARRE SCRANTON INTERNATIONAL AIRPORT, PA US",8/1/1979,0,0,0,,90,73
USW00014777,"WILKES BARRE SCRANTON INTERNATIONAL AIRPORT, PA US",8/2/1979,0,0,0,,87,70
USW00014777,"WILKES BARRE SCRANTON INTERNATIONAL AIRPORT, PA US",8/3/1979,0,0,0,,86,65
USW00014777,"WILKES BARRE SCRANTON INTERNATIONAL AIRPORT, PA US",8/4/1979,0,0,0,,87,65
USW00014777,"WILKES BARRE SCRANTON INTERNATIONAL AIRPORT, PA US",8/5/1979,0,0,0,,90,64
USW00014777,"WILKES BARRE SCRANTON INTERNATIONAL AIRPORT, PA US",8/6/1979,0,0,0,,85,56
USW00014777,"WILKES BARRE SCRANTON INTERNATIONAL AIRPORT, PA US",8/7/1979,0,0,0,,81,50
USW00014777,"WILKES BARRE SCRANTON INTERNATIONAL AIRPORT, PA US",8/8/1979,0,0,0,,86,67
USW00014777,"WILKES BARRE SCRANTON INTERNATIONAL AIRPORT, PA US",8/9/1979,0,0,0,,84,63
USW00014777,"WILKES BARRE SCRANTON INTERNATIONAL AIRPORT, PA US",8/10/1979,0.17,0,0,,86,68
USW00014777,"WILKES BARRE SCRANTON INTERNATIONAL AIRPORT, PA US",8/11/1979,0.81,0,0,,73,61
USW00014777,"WILKES BARRE SCRANTON INTERNATIONAL AIRPORT, PA US",8/12/1979,0.67,0,0,,61,56
USW00014777,"WILKES BARRE SCRANTON INTERNATIONAL AIRPORT, PA US",8/13/1979,0,0,0,,75,54
USW00014777,"WILKES BARRE SCRANTON INTERNATIONAL AIRPORT, PA US",8/14/1979,0,0,0,,72,60
USW00014777,"WILKES BARRE SCRANTON INTERNATIONAL AIRPORT, PA US",8/15/1979,0,0,0,,60,56
USW00014777,"WILKES BARRE SCRANTON INTERNATIONAL AIRPORT, PA US",8/16/1979,0,0,0,,71,49
USW00014777,"WILKES BARRE SCRANTON INTERNATIONAL AIRPORT, PA US",8/17/1979,0,0,0,,71,43
USW00014777,"WILKES BARRE SCRANTON INTERNATIONAL AIRPORT, PA US",8/18/1979,0.27,0,0,,63,57
USW00014777,"WILKES BARRE SCRANTON INTERNATIONAL AIRPORT, PA US",8/19/1979,0,0,0,,80,62
USW00014777,"WILKES BARRE SCRANTON INTERNATIONAL AIRPORT, PA US",8/20/1979,0,0,0,,80,55
USW00014777,"WILKES BARRE SCRANTON INTERNATIONAL AIRPORT, PA US",8/21/1979,0,0,0,,82,62
USW00014777,"WILKES BARRE SCRANTON INTERNATIONAL AIRPORT, PA US",8/22/1979,0,0,0,,83,56
USW00014777,"WILKES BARRE SCRANTON INTERNATIONAL AIRPORT, PA US",8/23/1979,0,0,0,,76,59
USW00014777,"WILKES BARRE SCRANTON INTERNATIONAL AIRPORT, PA US",8/24/1979,0.07,0,0,,83,71
USW00014777,"WILKES BARRE SCRANTON INTERNATIONAL AIRPORT, PA US",8/25/1979,0.01,0,0,,85,65
USW00014777,"WILKES BARRE SCRANTON INTERNATIONAL AIRPORT, PA US",8/26/1979,0,0,0,,83,60
USW00014777,"WILKES BARRE SCRANTON INTERNATIONAL AIRPORT, PA US",8/27/1979,0,0,0,,83,70
USW00014777,"WILKES BARRE SCRANTON INTERNATIONAL AIRPORT, PA US",8/28/1979,0,0,0,,86,65
USW00014777,"WILKES BARRE SCRANTON INTERNATIONAL AIRPORT, PA US",8/29/1979,0.05,0,0,,80,71
USW00014777,"WILKES BARRE SCRANTON INTERNATIONAL AIRPORT, PA US",8/30/1979,0,0,0,,86,70
USW00014777,"WILKES BARRE SCRANTON INTERNATIONAL AIRPORT, PA US",8/31/1979,0,0,0,,80,62
USW00014777,"WILKES BARRE SCRANTON INTERNATIONAL AIRPORT, PA US",9/1/1979,0,0,0,,84,58
USW00014777,"WILKES BARRE SCRANTON INTERNATIONAL AIRPORT, PA US",9/2/1979,0.66,0,0,,86,69
USW00014777,"WILKES BARRE SCRANTON INTERNATIONAL AIRPORT, PA US",9/3/1979,0.14,0,0,,84,68
USW00014777,"WILKES BARRE SCRANTON INTERNATIONAL AIRPORT, PA US",9/4/1979,0,0,0,,86,63
USW00014777,"WILKES BARRE SCRANTON INTERNATIONAL AIRPORT, PA US",9/5/1979,0.16,0,0,,84,67
USW00014777,"WILKES BARRE SCRANTON INTERNATIONAL AIRPORT, PA US",9/6/1979,1.1,0,0,,79,70
USW00014777,"WILKES BARRE SCRANTON INTERNATIONAL AIRPORT, PA US",9/7/1979,0,0,0,,79,62
USW00014777,"WILKES BARRE SCRANTON INTERNATIONAL AIRPORT, PA US",9/8/1979,0,0,0,,67,50
