STATION,NAME,DATE,PRCP,SNOW,SNWD,TAVG,TMAX,TMIN
USW00014777,"WILKES BARRE SCRANTON INTERNATIONAL AIRPORT, PA US",10/31/1971,0,0,0,,61,53
USW00014777,"WILKES BARRE SCRANTON INTERNATIONAL AIRPORT, PA US",11/1/1971,0.13,0,0,,64,58
USW00014777,"WILKES BARRE SCRANTON INTERNATIONAL AIRPORT, PA US",11/2/1971,0.55,0,0,,75,60
USW00014777,"WILKES BARRE SCRANTON INTERNATIONAL AIRPORT, PA US",11/3/1971,0.02,0,0,,61,42
USW00014777,"WILKES BARRE SCRANTON INTERNATIONAL AIRPORT, PA US",11/4/1971,0,0,0,,45,34
USW00014777,"WILKES BARRE SCRANTON INTERNATIONAL AIRPORT, PA US",11/5/1971,0,0,0,,51,32
USW00014777,"WILKES BARRE SCRANTON INTERNATIONAL AIRPORT, PA US",11/6/1971,0,0,0,,55,37
USW00014777,"WILKES BARRE SCRANTON INTERNATIONAL AIRPORT, PA US",11/7/1971,0.38,0,0,,55,27
USW00014777,"WILKES BARRE SCRANTON INTERNATIONAL AIRPORT, PA US",11/8/1971,0,0,0,,34,22
USW00014777,"WILKES BARRE SCRANTON INTERNATIONAL AIRPORT, PA US",11/9/1971,0.01,0.2,0,,36,18
USW00014777,"WILKES BARRE SCRANTON INTERNATIONAL AIRPORT, PA US",11/10/1971,0.08,1.4,1,,39,29
USW00014777,"WILKES BARRE SCRANTON INTERNATIONAL AIRPORT, PA US",11/11/1971,0,0,0,,36,31
USW00014777,"WILKES BARRE SCRANTON INTERNATIONAL AIRPORT, PA US",11/12/1971,0,0,0,,49,31
USW00014777,"WILKES BARRE SCRANTON INTERNATIONAL AIRPORT, PA US",11/13/1971,0,0,0,,48,29
USW00014777,"WILKES BARRE SCRANTON INTERNATIONAL AIRPORT, PA US",11/14/1971,0,0,0,,47,24
USW00014777,"WILKES BARRE SCRANTON INTERNATIONAL AIRPORT, PA US",11/15/1971,0.1,0,0,,46,38
USW00014777,"WILKES BARRE SCRANTON INTERNATIONAL AIRPORT, PA US",11/16/1971,0.04,0,0,,47,40
USW00014777,"WILKES BARRE SCRANTON INTERNATIONAL AIRPORT, PA US",11/17/1971,0,0,0,,51,33
USW00014777,"WILKES BARRE SCRANTON INTERNATIONAL AIRPORT, PA US",11/18/1971,0,0,0,,60,31
USW00014777,"WILKES BARRE SCRANTON INTERNATIONAL AIRPORT, PA US",11/19/1971,0.03,0,0,,55,42
USW00014777,"WILKES BARRE SCRANTON INTERNATIONAL AIRPORT, PA US",11/20/1971,0,0,0,,45,33
USW00014777,"WILKES BARRE SCRANTON INTERNATIONAL AIRPORT, PA US",11/21/1971,0.08,0,0,,38,31
USW00014777,"WILKES BARRE SCRANTON INTERNATIONAL AIRPORT, PA US",11/22/1971,0,0.1,0,,31,25
USW00014777,"WILKES BARRE SCRANTON INTERNATIONAL AIRPORT, PA US",11/23/1971,0,0,0,,29,19
USW00014777,"WILKES BARRE SCRANTON INTERNATIONAL AIRPORT, PA US",11/24/1971,0.17,2,0,,34,21
USW00014777,"WILKES BARRE SCRANTON INTERNATIONAL AIRPORT, PA US",11/25/1971,1.22,18.5,15,,32,30
USW00014777,"WILKES BARRE SCRANTON INTERNATIONAL AIRPORT, PA US",11/26/1971,0,0,17,,35,31
USW00014777,"WILKES BARRE SCRANTON INTERNATIONAL AIRPORT, PA US",11/27/1971,0,0,13,,40,30
USW00014777,"WILKES BARRE SCRANTON INTERNATIONAL AIRPORT, PA US",11/28/1971,0,0,10,,39,34
USW00014777,"WILKES BARRE SCRANTON INTERNATIONAL AIRPORT, PA US",11/29/1971,0.69,0.3,7,,38,33
USW00014777,"WILKES BARRE SCRANTON INTERNATIONAL AIRPORT, PA US",11/30/1971,0.05,0,3,,37,28
USW00014777,"WILKES BARRE SCRANTON INTERNATIONAL AIRPORT, PA US",12/1/1971,0,0,3,,29,18
USW00014777,"WILKES BARRE SCRANTON INTERNATIONAL AIRPORT, PA US",12/2/1971,0,0,2,,24,12
USW00014777,"WILKES BARRE SCRANTON INTERNATIONAL AIRPORT, PA US",12/3/1971,0,0,2,,27,10
USW00014777,"WILKES BARRE SCRANTON INTERNATIONAL AIRPORT, PA US",12/4/1971,0,0,2,,35,16
USW00014777,"WILKES BARRE SCRANTON INTERNATIONAL AIRPORT, PA US",12/5/1971,0,0,2,,32,11
USW00014777,"WILKES BARRE SCRANTON INTERNATIONAL AIRPORT, PA US",12/6/1971,0.73,0.4,2,,41,28
USW00014777,"WILKES BARRE SCRANTON INTERNATIONAL AIRPORT, PA US",12/7/1971,0.24,0,1,,42,36
USW00014777,"WILKES BARRE SCRANTON INTERNATIONAL AIRPORT, PA US",12/8/1971,0,0,0,,40,37
USW00014777,"WILKES BARRE SCRANTON INTERNATIONAL AIRPORT, PA US",12/9/1971,0.01,0,0,,43,36
USW00014777,"WILKES BARRE SCRANTON INTERNATIONAL AIRPORT, PA US",12/10/1971,0,0,0,,50,41
USW00014777,"WILKES BARRE SCRANTON INTERNATIONAL AIRPORT, PA US",12/11/1971,0,0,0,,55,31
USW00014777,"WILKES BARRE SCRANTON INTERNATIONAL AIRPORT, PA US",12/12/1971,0,0,0,,55,27
USW00014777,"WILKES BARRE SCRANTON INTERNATIONAL AIRPORT, PA US",12/13/1971,0.03,0,0,,47,31
USW00014777,"WILKES BARRE SCRANTON INTERNATIONAL AIRPORT, PA US",12/14/1971,0.14,0.2,0,,36,24
USW00014777,"WILKES BARRE SCRANTON INTERNATIONAL AIRPORT, PA US",12/15/1971,0.01,0,0,,60,35
USW00014777,"WILKES BARRE SCRANTON INTERNATIONAL AIRPORT, PA US",12/16/1971,0,0,0,,57,39
USW00014777,"WILKES BARRE SCRANTON INTERNATIONAL AIRPORT, PA US",12/17/1971,0,0,0,,42,30
USW00014777,"WILKES BARRE SCRANTON INTERNATIONAL AIRPORT, PA US",12/18/1971,0.08,1.4,1,,31,17
USW00014777,"WILKES BARRE SCRANTON INTERNATIONAL AIRPORT, PA US",12/19/1971,0.01,0.3,1,,31,16
USW00014777,"WILKES BARRE SCRANTON INTERNATIONAL AIRPORT, PA US",12/20/1971,0.03,0,1,,37,30
USW00014777,"WILKES BARRE SCRANTON INTERNATIONAL AIRPORT, PA US",12/21/1971,0,0,0,,43,34
USW00014777,"WILKES BARRE SCRANTON INTERNATIONAL AIRPORT, PA US",12/22/1971,0,0,0,,34,18
USW00014777,"WILKES BARRE SCRANTON INTERNATIONAL AIRPORT, PA US",12/23/1971,0,0,0,,33,14
USW00014777,"WILKES BARRE SCRANTON INTERNATIONAL AIRPORT, PA US",12/24/1971,0.11,0,0,,45,33
USW00014777,"WILKES BARRE SCRANTON INTERNATIONAL AIRPORT, PA US",12/25/1971,0,0,0,,40,28
USW00014777,"WILKES BARRE SCRANTON INTERNATIONAL AIRPORT, PA US",12/26/1971,0.03,0,0,,48,36
USW00014777,"WILKES BARRE SCRANTON INTERNATIONAL AIRPORT, PA US",12/27/1971,0,0,0,,46,38
USW00014777,"WILKES BARRE SCRANTON INTERNATIONAL AIRPORT, PA US",12/28/1971,0.06,0,0,,50,34
USW00014777,"WILKES BARRE SCRANTON INTERNATIONAL AIRPORT, PA US",12/29/1971,0,0,0,,39,29
USW00014777,"WILKES BARRE SCRANTON INTERNATIONAL AIRPORT, PA US",12/30/1971,0.6,1.8,2,,41,30
USW00014777,"WILKES BARRE SCRANTON INTERNATIONAL AIRPORT, PA US",12/31/1971,0,0,0,,43,18
USW00014777,"WILKES BARRE SCRANTON INTERNATIONAL AIRPORT, PA US",1/1/1972,0,0,0,,36,17
USW00014777,"WILKES BARRE SCRANTON INTERNATIONAL AIRPORT, PA US",1/2/1972,0.47,1.2,1,,36,28
USW00014777,"WILKES BARRE SCRANTON INTERNATIONAL AIRPORT, PA US",1/3/1972,0,0,0,,38,27
USW00014777,"WILKES BARRE SCRANTON INTERNATIONAL AIRPORT, PA US",1/4/1972,0.01,0,0,,42,30
USW00014777,"WILKES BARRE SCRANTON INTERNATIONAL AIRPORT, PA US",1/5/1972,0.11,1.2,0,,36,9
USW00014777,"WILKES BARRE SCRANTON INTERNATIONAL AIRPORT, PA US",1/6/1972,0,0,1,,25,4
USW00014777,"WILKES BARRE SCRANTON INTERNATIONAL AIRPORT, PA US",1/7/1972,0,0,1,,33,19
USW00014777,"WILKES BARRE SCRANTON INTERNATIONAL AIRPORT, PA US",1/8/1972,0,0.1,1,,30,18
USW00014777,"WILKES BARRE SCRANTON INTERNATIONAL AIRPORT, PA US",1/9/1972,0.14,0.2,1,,38,23
USW00014777,"WILKES BARRE SCRANTON INTERNATIONAL AIRPORT, PA US",1/10/1972,0,0,0,,44,37
USW00014777,"WILKES BARRE SCRANTON INTERNATIONAL AIRPORT, PA US",1/11/1972,0.12,0.2,0,,47,32
USW00014777,"WILKES BARRE SCRANTON INTERNATIONAL AIRPORT, PA US",1/12/1972,0,0,0,,42,31
USW00014777,"WILKES BARRE SCRANTON INTERNATIONAL AIRPORT, PA US",1/13/1972,0.41,0,0,,60,30
USW00014777,"WILKES BARRE SCRANTON INTERNATIONAL AIRPORT, PA US",1/14/1972,0.03,0.4,0,,30,18
USW00014777,"WILKES BARRE SCRANTON INTERNATIONAL AIRPORT, PA US",1/15/1972,0,0.1,0,,22,1
USW00014777,"WILKES BARRE SCRANTON INTERNATIONAL AIRPORT, PA US",1/16/1972,0,0,0,,10,-1
USW00014777,"WILKES BARRE SCRANTON INTERNATIONAL AIRPORT, PA US",1/17/1972,0,0,0,,31,2
USW00014777,"WILKES BARRE SCRANTON INTERNATIONAL AIRPORT, PA US",1/18/1972,0,0,0,,47,18
USW00014777,"WILKES BARRE SCRANTON INTERNATIONAL AIRPORT, PA US",1/19/1972,0.01,0,0,,51,28
USW00014777,"WILKES BARRE SCRANTON INTERNATIONAL AIRPORT, PA US",1/20/1972,0.02,0.4,0,,37,25
USW00014777,"WILKES BARRE SCRANTON INTERNATIONAL AIRPORT, PA US",1/21/1972,0,0,0,,36,24
USW00014777,"WILKES BARRE SCRANTON INTERNATIONAL AIRPORT, PA US",1/22/1972,0.02,0,0,,41,28
USW00014777,"WILKES BARRE SCRANTON INTERNATIONAL AIRPORT, PA US",1/23/1972,0.21,0,0,,44,36
USW00014777,"WILKES BARRE SCRANTON INTERNATIONAL AIRPORT, PA US",1/24/1972,0.25,0,0,,43,35
USW00014777,"WILKES BARRE SCRANTON INTERNATIONAL AIRPORT, PA US",1/25/1972,0.11,0,0,,46,19
USW00014777,"WILKES BARRE SCRANTON INTERNATIONAL AIRPORT, PA US",1/26/1972,0,0,0,,23,13
USW00014777,"WILKES BARRE SCRANTON INTERNATIONAL AIRPORT, PA US",1/27/1972,0.03,0.5,0,,22,10
USW00014777,"WILKES BARRE SCRANTON INTERNATIONAL AIRPORT, PA US",1/28/1972,0.11,1.6,2,,25,18
USW00014777,"WILKES BARRE SCRANTON INTERNATIONAL AIRPORT, PA US",1/29/1972,0,0,2,,23,12
USW00014777,"WILKES BARRE SCRANTON INTERNATIONAL AIRPORT, PA US",1/30/1972,0,0,2,,27,19
USW00014777,"WILKES BARRE SCRANTON INTERNATIONAL AIRPORT, PA US",1/31/1972,0,0,2,,24,10
USW00014777,"WILKES BARRE SCRANTON INTERNATIONAL AIRPORT, PA US",2/1/1972,0,0,1,,33,16
USW00014777,"WILKES BARRE SCRANTON INTERNATIONAL AIRPORT, PA US",2/2/1972,0,0.1,1,,29,25
USW00014777,"WILKES BARRE SCRANTON INTERNATIONAL AIRPORT, PA US",2/3/1972,0.7,1.7,1,,36,28
USW00014777,"WILKES BARRE SCRANTON INTERNATIONAL AIRPORT, PA US",2/4/1972,0.02,0.6,2,,33,12
USW00014777,"WILKES BARRE SCRANTON INTERNATIONAL AIRPORT, PA US",2/5/1972,0,0,2,,17,6
USW00014777,"WILKES BARRE SCRANTON INTERNATIONAL AIRPORT, PA US",2/6/1972,0.1,1.1,2,,24,12
USW00014777,"WILKES BARRE SCRANTON INTERNATIONAL AIRPORT, PA US",2/7/1972,0.04,0.4,3,,24,8
USW00014777,"WILKES BARRE SCRANTON INTERNATIONAL AIRPORT, PA US",2/8/1972,0,0,3,,17,3
USW00014777,"WILKES BARRE SCRANTON INTERNATIONAL AIRPORT, PA US",2/9/1972,0,0,3,,21,5
USW00014777,"WILKES BARRE SCRANTON INTERNATIONAL AIRPORT, PA US",2/10/1972,0,0,2,,23,10
USW00014777,"WILKES BARRE SCRANTON INTERNATIONAL AIRPORT, PA US",2/11/1972,0,0,2,,26,7
USW00014777,"WILKES BARRE SCRANTON INTERNATIONAL AIRPORT, PA US",2/12/1972,0,0,2,,37,9
USW00014777,"WILKES BARRE SCRANTON INTERNATIONAL AIRPORT, PA US",2/13/1972,0.66,0,2,,44,29
USW00014777,"WILKES BARRE SCRANTON INTERNATIONAL AIRPORT, PA US",2/14/1972,0.04,0.1,0,,39,31
USW00014777,"WILKES BARRE SCRANTON INTERNATIONAL AIRPORT, PA US",2/15/1972,0,0,0,,50,25
USW00014777,"WILKES BARRE SCRANTON INTERNATIONAL AIRPORT, PA US",2/16/1972,0,0.1,0,,36,21
USW00014777,"WILKES BARRE SCRANTON INTERNATIONAL AIRPORT, PA US",2/17/1972,0,0,0,,34,18
USW00014777,"WILKES BARRE SCRANTON INTERNATIONAL AIRPORT, PA US",2/18/1972,0,0,0,,36,27
USW00014777,"WILKES BARRE SCRANTON INTERNATIONAL AIRPORT, PA US",2/19/1972,0.56,11.8,2,,33,21
USW00014777,"WILKES BARRE SCRANTON INTERNATIONAL AIRPORT, PA US",2/20/1972,0.01,0.2,11,,22,4
USW00014777,"WILKES BARRE SCRANTON INTERNATIONAL AIRPORT, PA US",2/21/1972,0,0,9,,34,0
USW00014777,"WILKES BARRE SCRANTON INTERNATIONAL AIRPORT, PA US",2/22/1972,0,0.1,6,,35,4
USW00014777,"WILKES BARRE SCRANTON INTERNATIONAL AIRPORT, PA US",2/23/1972,0.03,0.7,5,,20,-1
USW00014777,"WILKES BARRE SCRANTON INTERNATIONAL AIRPORT, PA US",2/24/1972,0,0.1,4,,36,19
USW00014777,"WILKES BARRE SCRANTON INTERNATIONAL AIRPORT, PA US",2/25/1972,0,0,4,,36,28
USW00014777,"WILKES BARRE SCRANTON INTERNATIONAL AIRPORT, PA US",2/26/1972,0.23,2.3,4,,35,23
USW00014777,"WILKES BARRE SCRANTON INTERNATIONAL AIRPORT, PA US",2/27/1972,0,0,4,,35,14
USW00014777,"WILKES BARRE SCRANTON INTERNATIONAL AIRPORT, PA US",2/28/1972,0.03,0.4,3,,43,29
USW00014777,"WILKES BARRE SCRANTON INTERNATIONAL AIRPORT, PA US",2/29/1972,0,0,2,,54,32
USW00014777,"WILKES BARRE SCRANTON INTERNATIONAL AIRPORT, PA US",3/1/1972,0,0,0,,68,38
USW00014777,"WILKES BARRE SCRANTON INTERNATIONAL AIRPORT, PA US",3/2/1972,0.21,0,0,,66,35
USW00014777,"WILKES BARRE SCRANTON INTERNATIONAL AIRPORT, PA US",3/3/1972,0.68,1,1,,35,11
USW00014777,"WILKES BARRE SCRANTON INTERNATIONAL AIRPORT, PA US",3/4/1972,0.01,0.3,1,,31,9
USW00014777,"WILKES BARRE SCRANTON INTERNATIONAL AIRPORT, PA US",3/5/1972,0.02,0.4,1,,34,20
USW00014777,"WILKES BARRE SCRANTON INTERNATIONAL AIRPORT, PA US",3/6/1972,0,0,1,,25,14
USW00014777,"WILKES BARRE SCRANTON INTERNATIONAL AIRPORT, PA US",3/7/1972,0.01,0.4,0,,53,21
USW00014777,"WILKES BARRE SCRANTON INTERNATIONAL AIRPORT, PA US",3/8/1972,0.02,0.5,0,,51,15
USW00014777,"WILKES BARRE SCRANTON INTERNATIONAL AIRPORT, PA US",3/9/1972,0,0,0,,24,12
USW00014777,"WILKES BARRE SCRANTON INTERNATIONAL AIRPORT, PA US",3/10/1972,0,0.1,0,,29,12
USW00014777,"WILKES BARRE SCRANTON INTERNATIONAL AIRPORT, PA US",3/11/1972,0,0,0,,34,11
USW00014777,"WILKES BARRE SCRANTON INTERNATIONAL AIRPORT, PA US",3/12/1972,0.81,0.1,0,,40,32
USW00014777,"WILKES BARRE SCRANTON INTERNATIONAL AIRPORT, PA US",3/13/1972,0.04,0,0,,43,35
USW00014777,"WILKES BARRE SCRANTON INTERNATIONAL AIRPORT, PA US",3/14/1972,0.55,2.1,0,,35,27
USW00014777,"WILKES BARRE SCRANTON INTERNATIONAL AIRPORT, PA US",3/15/1972,0.08,1.1,3,,37,26
USW00014777,"WILKES BARRE SCRANTON INTERNATIONAL AIRPORT, PA US",3/16/1972,0.65,0,2,,45,28
USW00014777,"WILKES BARRE SCRANTON INTERNATIONAL AIRPORT, PA US",3/17/1972,0.31,0,0,,42,37
USW00014777,"WILKES BARRE SCRANTON INTERNATIONAL AIRPORT, PA US",3/18/1972,0,0,0,,46,29
USW00014777,"WILKES BARRE SCRANTON INTERNATIONAL AIRPORT, PA US",3/19/1972,0,0,0,,36,24
USW00014777,"WILKES BARRE SCRANTON INTERNATIONAL AIRPORT, PA US",3/20/1972,0,0,0,,48,17
USW00014777,"WILKES BARRE SCRANTON INTERNATIONAL AIRPORT, PA US",3/21/1972,0,0,0,,53,29
USW00014777,"WILKES BARRE SCRANTON INTERNATIONAL AIRPORT, PA US",3/22/1972,0.47,0,0,,56,35
USW00014777,"WILKES BARRE SCRANTON INTERNATIONAL AIRPORT, PA US",3/23/1972,0.04,0.4,0,,35,27
USW00014777,"WILKES BARRE SCRANTON INTERNATIONAL AIRPORT, PA US",3/24/1972,0,0.1,0,,29,23
USW00014777,"WILKES BARRE SCRANTON INTERNATIONAL AIRPORT, PA US",3/25/1972,0,0,0,,31,19
USW00014777,"WILKES BARRE SCRANTON INTERNATIONAL AIRPORT, PA US",3/26/1972,0,0,0,,40,22
USW00014777,"WILKES BARRE SCRANTON INTERNATIONAL AIRPORT, PA US",3/27/1972,0,0,0,,40,24
USW00014777,"WILKES BARRE SCRANTON INTERNATIONAL AIRPORT, PA US",3/28/1972,0,0,0,,40,20
USW00014777,"WILKES BARRE SCRANTON INTERNATIONAL AIRPORT, PA US",3/29/1972,0.01,0,0,,55,23
USW00014777,"WILKES BARRE SCRANTON INTERNATIONAL AIRPORT, PA US",3/30/1972,0.09,0.1,0,,41,34
USW00014777,"WILKES BARRE SCRANTON INTERNATIONAL AIRPORT, PA US",3/31/1972,0,0,0,,51,32
USW00014777,"WILKES BARRE SCRANTON INTERNATIONAL AIRPORT, PA US",4/1/1972,0.02,0,0,,59,28
USW00014777,"WILKES BARRE SCRANTON INTERNATIONAL AIRPORT, PA US",4/2/1972,0.14,1.9,0,,42,31
USW00014777,"WILKES BARRE SCRANTON INTERNATIONAL AIRPORT, PA US",4/3/1972,0,0,0,,43,26
USW00014777,"WILKES BARRE SCRANTON INTERNATIONAL AIRPORT, PA US",4/4/1972,0.01,0.2,0,,39,29
USW00014777,"WILKES BARRE SCRANTON INTERNATIONAL AIRPORT, PA US",4/5/1972,0,0,0,,48,22
USW00014777,"WILKES BARRE SCRANTON INTERNATIONAL AIRPORT, PA US",4/6/1972,0.2,0.1,0,,63,27
USW00014777,"WILKES BARRE SCRANTON INTERNATIONAL AIRPORT, PA US",4/7/1972,0.23,0.9,0,,32,21
USW00014777,"WILKES BARRE SCRANTON INTERNATIONAL AIRPORT, PA US",4/8/1972,0.03,0.7,1,,30,19
USW00014777,"WILKES BARRE SCRANTON INTERNATIONAL AIRPORT, PA US",4/9/1972,0,0,0,,44,21
USW00014777,"WILKES BARRE SCRANTON INTERNATIONAL AIRPORT, PA US",4/10/1972,0,0,0,,48,27
USW00014777,"WILKES BARRE SCRANTON INTERNATIONAL AIRPORT, PA US",4/11/1972,0.04,0,0,,57,36
USW00014777,"WILKES BARRE SCRANTON INTERNATIONAL AIRPORT, PA US",4/12/1972,0,0,0,,62,34
USW00014777,"WILKES BARRE SCRANTON INTERNATIONAL AIRPORT, PA US",4/13/1972,0.45,0,0,,51,42
USW00014777,"WILKES BARRE SCRANTON INTERNATIONAL AIRPORT, PA US",4/14/1972,0,0,0,,51,37
USW00014777,"WILKES BARRE SCRANTON INTERNATIONAL AIRPORT, PA US",4/15/1972,0.16,0,0,,49,40
USW00014777,"WILKES BARRE SCRANTON INTERNATIONAL AIRPORT, PA US",4/16/1972,1.04,0,0,,52,44
USW00014777,"WILKES BARRE SCRANTON INTERNATIONAL AIRPORT, PA US",4/17/1972,0.06,0,0,,66,43
USW00014777,"WILKES BARRE SCRANTON INTERNATIONAL AIRPORT, PA US",4/18/1972,0,0,0,,72,38
USW00014777,"WILKES BARRE SCRANTON INTERNATIONAL AIRPORT, PA US",4/19/1972,0,0,0,,80,44
USW00014777,"WILKES BARRE SCRANTON INTERNATIONAL AIRPORT, PA US",4/20/1972,0.62,0,0,,66,37
USW00014777,"WILKES BARRE SCRANTON INTERNATIONAL AIRPORT, PA US",4/21/1972,0,0,0,,57,30
USW00014777,"WILKES BARRE SCRANTON INTERNATIONAL AIRPORT, PA US",4/22/1972,0.16,0,0,,45,38
USW00014777,"WILKES BARRE SCRANTON INTERNATIONAL AIRPORT, PA US",4/23/1972,0.11,0,0,,63,38
USW00014777,"WILKES BARRE SCRANTON INTERNATIONAL AIRPORT, PA US",4/24/1972,0.04,0,0,,51,40
USW00014777,"WILKES BARRE SCRANTON INTERNATIONAL AIRPORT, PA US",4/25/1972,0,0,0,,50,33
USW00014777,"WILKES BARRE SCRANTON INTERNATIONAL AIRPORT, PA US",4/26/1972,0,0,0,,52,26
USW00014777,"WILKES BARRE SCRANTON INTERNATIONAL AIRPORT, PA US",4/27/1972,0,0,0,,53,32
USW00014777,"WILKES BARRE SCRANTON INTERNATIONAL AIRPORT, PA US",4/28/1972,0,0,0,,62,27
USW00014777,"WILKES BARRE SCRANTON INTERNATIONAL AIRPORT, PA US",4/29/1972,0,0,0,,67,37
USW00014777,"WILKES BARRE SCRANTON INTERNATIONAL AIRPORT, PA US",4/30/1972,0,0,0,,73,38
USW00014777,"WILKES BARRE SCRANTON INTERNATIONAL AIRPORT, PA US",5/1/1972,0.03,0,0,,69,50
USW00014777,"WILKES BARRE SCRANTON INTERNATIONAL AIRPORT, PA US",5/2/1972,0.01,0,0,,69,58
USW00014777,"WILKES BARRE SCRANTON INTERNATIONAL AIRPORT, PA US",5/3/1972,0.81,0,0,,65,57
USW00014777,"WILKES BARRE SCRANTON INTERNATIONAL AIRPORT, PA US",5/4/1972,1.28,0,0,,58,48
USW00014777,"WILKES BARRE SCRANTON INTERNATIONAL AIRPORT, PA US",5/5/1972,0.18,0,0,,57,44
USW00014777,"WILKES BARRE SCRANTON INTERNATIONAL AIRPORT, PA US",5/6/1972,0,0,0,,69,36
USW00014777,"WILKES BARRE SCRANTON INTERNATIONAL AIRPORT, PA US",5/7/1972,0,0,0,,69,51
USW00014777,"WILKES BARRE SCRANTON INTERNATIONAL AIRPORT, PA US",5/8/1972,0.01,0,0,,64,46
USW00014777,"WILKES BARRE SCRANTON INTERNATIONAL AIRPORT, PA US",5/9/1972,0.41,0,0,,50,42
USW00014777,"WILKES BARRE SCRANTON INTERNATIONAL AIRPORT, PA US",5/10/1972,0.22,0,0,,59,38
USW00014777,"WILKES BARRE SCRANTON INTERNATIONAL AIRPORT, PA US",5/11/1972,0,0,0,,71,34
USW00014777,"WILKES BARRE SCRANTON INTERNATIONAL AIRPORT, PA US",5/12/1972,0,0,0,,70,44
USW00014777,"WILKES BARRE SCRANTON INTERNATIONAL AIRPORT, PA US",5/13/1972,0,0,0,,77,42
USW00014777,"WILKES BARRE SCRANTON INTERNATIONAL AIRPORT, PA US",5/14/1972,0.05,0,0,,62,57
USW00014777,"WILKES BARRE SCRANTON INTERNATIONAL AIRPORT, PA US",5/15/1972,0.52,0,0,,73,55
USW00014777,"WILKES BARRE SCRANTON INTERNATIONAL AIRPORT, PA US",5/16/1972,0.05,0,0,,74,52
USW00014777,"WILKES BARRE SCRANTON INTERNATIONAL AIRPORT, PA US",5/17/1972,0,0,0,,71,48
USW00014777,"WILKES BARRE SCRANTON INTERNATIONAL AIRPORT, PA US",5/18/1972,0.05,0,0,,76,51
USW00014777,"WILKES BARRE SCRANTON INTERNATIONAL AIRPORT, PA US",5/19/1972,0,0,0,,78,53
USW00014777,"WILKES BARRE SCRANTON INTERNATIONAL AIRPORT, PA US",5/20/1972,0.55,0,0,,60,56
USW00014777,"WILKES BARRE SCRANTON INTERNATIONAL AIRPORT, PA US",5/21/1972,0.02,0,0,,80,58
USW00014777,"WILKES BARRE SCRANTON INTERNATIONAL AIRPORT, PA US",5/22/1972,0,0,0,,81,57
USW00014777,"WILKES BARRE SCRANTON INTERNATIONAL AIRPORT, PA US",5/23/1972,0,0,0,,83,47
USW00014777,"WILKES BARRE SCRANTON INTERNATIONAL AIRPORT, PA US",5/24/1972,0,0,0,,86,50
USW00014777,"WILKES BARRE SCRANTON INTERNATIONAL AIRPORT, PA US",5/25/1972,0,0,0,,72,49
USW00014777,"WILKES BARRE SCRANTON INTERNATIONAL AIRPORT, PA US",5/26/1972,0,0,0,,70,39
USW00014777,"WILKES BARRE SCRANTON INTERNATIONAL AIRPORT, PA US",5/27/1972,0,0,0,,75,41
USW00014777,"WILKES BARRE SCRANTON INTERNATIONAL AIRPORT, PA US",5/28/1972,0,0,0,,79,45
USW00014777,"WILKES BARRE SCRANTON INTERNATIONAL AIRPORT, PA US",5/29/1972,0,0,0,,81,49
USW00014777,"WILKES BARRE SCRANTON INTERNATIONAL AIRPORT, PA US",5/30/1972,0.84,0,0,,78,61
USW00014777,"WILKES BARRE SCRANTON INTERNATIONAL AIRPORT, PA US",5/31/1972,2.3,0,0,,76,60
USW00014777,"WILKES BARRE SCRANTON INTERNATIONAL AIRPORT, PA US",6/1/1972,0.35,0,0,,65,49
USW00014777,"WILKES BARRE SCRANTON INTERNATIONAL AIRPORT, PA US",6/2/1972,0.01,0,0,,65,46
USW00014777,"WILKES BARRE SCRANTON INTERNATIONAL AIRPORT, PA US",6/3/1972,0,0,0,,78,48
USW00014777,"WILKES BARRE SCRANTON INTERNATIONAL AIRPORT, PA US",6/4/1972,0.12,0,0,,79,58
USW00014777,"WILKES BARRE SCRANTON INTERNATIONAL AIRPORT, PA US",6/5/1972,0,0,0,,77,58
USW00014777,"WILKES BARRE SCRANTON INTERNATIONAL AIRPORT, PA US",6/6/1972,0,0,0,,70,57
USW00014777,"WILKES BARRE SCRANTON INTERNATIONAL AIRPORT, PA US",6/7/1972,0,0,0,,69,52
USW00014777,"WILKES BARRE SCRANTON INTERNATIONAL AIRPORT, PA US",6/8/1972,0,0,0,,78,47
USW00014777,"WILKES BARRE SCRANTON INTERNATIONAL AIRPORT, PA US",6/9/1972,0.67,0,0,,79,61
USW00014777,"WILKES BARRE SCRANTON INTERNATIONAL AIRPORT, PA US",6/10/1972,0.09,0,0,,61,39
USW00014777,"WILKES BARRE SCRANTON INTERNATIONAL AIRPORT, PA US",6/11/1972,0,0,0,,62,34
USW00014777,"WILKES BARRE SCRANTON INTERNATIONAL AIRPORT, PA US",6/12/1972,0,0,0,,67,43
USW00014777,"WILKES BARRE SCRANTON INTERNATIONAL AIRPORT, PA US",6/13/1972,0,0,0,,69,61
USW00014777,"WILKES BARRE SCRANTON INTERNATIONAL AIRPORT, PA US",6/14/1972,0,0,0,,79,62
USW00014777,"WILKES BARRE SCRANTON INTERNATIONAL AIRPORT, PA US",6/15/1972,0.5,0,0,,82,68
USW00014777,"WILKES BARRE SCRANTON INTERNATIONAL AIRPORT, PA US",6/16/1972,0.2,0,0,,68,63
USW00014777,"WILKES BARRE SCRANTON INTERNATIONAL AIRPORT, PA US",6/17/1972,0,0,0,,72,60
